url,max_price
https://www.tcgplayer.com/product/523934,45.00
https://www.tcgplayer.com/product/623588,15.00
https://www.tcgplayer.com/product/490064,25.00
https://www.tcgplayer.com/product/642616,40.00
https://www.tcgplayer.com/product/567200,10.00
https://www.tcgplayer.com/product/567201,14.00
https://www.tcgplayer.com/product/486623,50.00
